slug,brand_name,total_reports,flag_reason
good-sense-allergy-relief,GOOD SENSE ALLERGY RELIEF,67972,"symptom word: ""allergy"""
cetirizine-hydrochloride-hives-relief,CETIRIZINE HYDROCHLORIDE HIVES RELIEF,67105,"symptom word: ""relief"""
cetirizine,CETIRIZINE,67104,all generic words
aleve-back-and-muscle-pain,ALEVE BACK AND MUSCLE PAIN,65930,"symptom word: ""pain"" | long name: 5 words"
aleve-easy-open-arthritis-cap,ALEVE EASY OPEN ARTHRITIS CAP,65470,"symptom word: ""arthritis"" | long name: 5 words"
aleve-caplets,ALEVE CAPLETS,65400,"form word: ""caplets"""
aleve-caplets-easy-open-arthritis-cap,ALEVE CAPLETS - EASY OPEN ARTHRITIS CAP,65379,"symptom word: ""arthritis"" | form word: ""caplets"" | long name: 6 words"
aleve-headache-pain,ALEVE HEADACHE PAIN,65379,"symptom word: ""headache"""
aleve-easy-open-arthritis,ALEVE EASY OPEN ARTHRITIS,65379,"symptom word: ""arthritis"""
tums-regular-strength,TUMS REGULAR STRENGTH,61630,"retail phrase: ""regular strength"""
tums-extra-strength-smoothies,"TUMS EXTRA STRENGTH, SMOOTHIES",61575,"retail phrase: ""extra strength"""
tums-extra-strength-sugar-free,TUMS EXTRA STRENGTH SUGAR-FREE,61562,"retail phrase: ""extra strength"" | long name: 5 words"
tums-chewy-bites-vanilla-and-mint,TUMS CHEWY BITES VANILLA AND MINT,61559,long name: 6 words
tums-chewy-bites-raspberry-lemonade,TUMS CHEWY BITES RASPBERRY LEMONADE,61559,long name: 5 words
up-and-up-esomeprazole-magnesium,UP AND UP ESOMEPRAZOLE MAGNESIUM,59737,long name: 5 words
equate-childrens-allergy-relief,EQUATE CHILDRENS ALLERGY RELIEF,57784,"symptom word: ""allergy"" | retail phrase: ""childrens"""
basic-care-childrens-allergy-relief,BASIC CARE CHILDRENS ALLERGY RELIEF,56034,"symptom word: ""allergy"" | retail phrase: ""childrens"" | long name: 5 words"
leader-childrens-allergy-relief,LEADER CHILDRENS ALLERGY RELIEF,56034,"symptom word: ""allergy"" | retail phrase: ""childrens"""
children-claritin-allergy,CHILDREN CLARITIN ALLERGY,49219,"symptom word: ""allergy"""
flonase-headache-and-allergy-relief,FLONASE HEADACHE AND ALLERGY RELIEF,48761,"symptom word: ""headache"" | long name: 5 words"
welby-allergy-relief,WELBY ALLERGY RELIEF,48175,"symptom word: ""allergy"""
oxygen-compressed-usp,OXYGEN COMPRESSED U.S.P,46864,long name: 5 words
oxygen-refrigerated-liquid-usp,OXYGEN REFRIGERATED LIQUID U.S.P,46864,"form word: ""liquid"" | long name: 6 words"
oxygen-compressed-un-1072-refrigerated-un-1073,OXYGEN COMPRESSED UN 1072 REFRIGERATED UN 1073,46864,long name: 7 words
oxygen-compressed-gas,OXYGEN COMPRESSED GAS,46864,"symptom word: ""gas"""
oxygen-refrigerated-liquid,OXYGEN REFRIGERATED LIQUID,46864,"form word: ""liquid"""
ultra-strength-antacid,ULTRA STRENGTH ANTACID,46737,"symptom word: ""antacid"" | all generic words"
antacid-extra-strength,ANTACID EXTRA STRENGTH,46392,"symptom word: ""antacid"" | retail phrase: ""extra strength"" | all generic words"
antacid,ANTACID,46347,"symptom word: ""antacid"" | all generic words"
antacid-extra-strength-wintergreen,ANTACID EXTRA STRENGTH WINTERGREEN,46344,"symptom word: ""antacid"" | retail phrase: ""extra strength"""
regular-strength-antacid,REGULAR STRENGTH ANTACID,46340,"symptom word: ""antacid"" | retail phrase: ""regular strength"" | all generic words"
antacid-ultra-strength,ANTACID ULTRA STRENGTH,46340,"symptom word: ""antacid"" | all generic words"
antacid-childrens,ANTACID CHILDRENS,46340,"symptom word: ""antacid"" | retail phrase: ""childrens"" | all generic words"
good-neighbor-pharmacy-esomeprazole-magnesium,GOOD NEIGHBOR PHARMACY ESOMEPRAZOLE MAGNESIUM,46292,long name: 5 words
berkley-and-jensen-heartburn-treatment,BERKLEY AND JENSEN HEARTBURN TREATMENT,46292,"symptom word: ""heartburn"" | long name: 5 words"
extra-strength-smooth-antacid-assorted-fruit,EXTRA STRENGTH SMOOTH ANTACID ASSORTED FRUIT,46213,"symptom word: ""antacid"" | retail phrase: ""extra strength"" | long name: 6 words"
calcium-antacid,CALCIUM ANTACID,46213,"symptom word: ""antacid"" | all generic words"
allergy-relief-childrens,ALLERGY RELIEF CHILDRENS,45988,"symptom word: ""allergy"" | retail phrase: ""childrens"" | all generic words"
soothe-childrens,SOOTHE CHILDRENS,45910,"retail phrase: ""childrens"""
alka-seltzer-heartburn-reliefchews,ALKA-SELTZER HEARTBURN RELIEFCHEWS,45861,"symptom word: ""heartburn"""
cvs-extra-strength-smooth,CVS EXTRA STRENGTH SMOOTH,45849,"retail phrase: ""extra strength"""
walgreens-extra-strength-smooth-antacid,WALGREENS EXTRA STRENGTH SMOOTH ANTACID,45847,"symptom word: ""antacid"" | retail phrase: ""extra strength"" | long name: 5 words"
equate-extra-strength-antacid,EQUATE EXTRA STRENGTH ANTACID,45842,"symptom word: ""antacid"" | retail phrase: ""extra strength"""
extra-strength-antacid,EXTRA STRENGTH ANTACID,45842,"symptom word: ""antacid"" | retail phrase: ""extra strength"" | all generic words"
good-neighbor-pharmacy-antacid-extra-strength,GOOD NEIGHBOR PHARMACY ANTACID EXTRA STRENGTH,45840,"symptom word: ""antacid"" | retail phrase: ""extra strength"" | long name: 6 words"
extra-strength,EXTRA STRENGTH,45836,"retail phrase: ""extra strength"" | all generic words"
ultra-strength,ULTRA STRENGTH,45834,all generic words
alka-seltzer-heartburn-relief-peppermint,ALKA-SELTZER HEARTBURN RELIEF PEPPERMINT,45833,"symptom word: ""heartburn"" | long name: 5 words"
extra-strength-smooth-antacid,EXTRA STRENGTH SMOOTH ANTACID,45831,"symptom word: ""antacid"" | retail phrase: ""extra strength"""
extra-strength-smooth,EXTRA STRENGTH SMOOTH,45831,"retail phrase: ""extra strength"""
extra-strength-assorted-berry,EXTRA STRENGTH ASSORTED BERRY,45827,"retail phrase: ""extra strength"" | all generic words"
alka-seltzer-cool-action-extra-strength-reliefchews-mint,ALKA-SELTZER COOL ACTION EXTRA STRENGTH RELIEFCHEWS MINT,45826,"retail phrase: ""extra strength"" | long name: 8 words"
amazon-ultra-strength-antacid,AMAZON ULTRA STRENGTH ANTACID,45826,"symptom word: ""antacid"""
meijer-regular-strength-peppermint-flavor,MEIJER REGULAR STRENGTH PEPPERMINT FLAVOR,45825,"retail phrase: ""regular strength"" | long name: 5 words"
extra-strength-smooth-antacid-assorted-berries,EXTRA STRENGTH SMOOTH ANTACID ASSORTED BERRIES,45825,"symptom word: ""antacid"" | retail phrase: ""extra strength"" | long name: 6 words"
extra-strength-smooth-peppermint-antacid,EXTRA STRENGTH SMOOTH PEPPERMINT ANTACID,45825,"symptom word: ""antacid"" | retail phrase: ""extra strength"" | long name: 5 words"
fast-acting-heartburn-relief-peppermint-flavor,FAST ACTING HEARTBURN RELIEF PEPPERMINT FLAVOR,45825,"symptom word: ""heartburn"" | long name: 6 words"
exchange-select-extra-strength-antacid-assorted-berries,EXCHANGE SELECT EXTRA STRENGTH ANTACID ASSORTED BERRIES,45825,"symptom word: ""antacid"" | retail phrase: ""extra strength"" | long name: 7 words"
exchange-select-antacid-soft-chews-cherry-flavor,EXCHANGE SELECT ANTACID SOFT CHEWS CHERRY FLAVOR,45825,"symptom word: ""antacid"" | long name: 7 words"
exchange-select-antacid-tropical-fruit,EXCHANGE SELECT ANTACID TROPICAL FRUIT,45825,"symptom word: ""antacid"" | long name: 5 words"
exchange-select-ultra-strength-antacid-assorted-fruit,EXCHANGE SELECT ULTRA STRENGTH ANTACID ASSORTED FRUIT,45825,"symptom word: ""antacid"" | long name: 7 words"
extra-strength-antacid-assorted-berries,EXTRA STRENGTH ANTACID ASSORTED BERRIES,45825,"symptom word: ""antacid"" | retail phrase: ""extra strength"" | long name: 5 words | all generic words"
extra-strength-antacid-assorted-fruit,EXTRA STRENGTH ANTACID ASSORTED FRUIT,45825,"symptom word: ""antacid"" | retail phrase: ""extra strength"" | long name: 5 words"
extra-strength-antacid-tropical-fruit,EXTRA STRENGTH ANTACID TROPICAL FRUIT,45825,"symptom word: ""antacid"" | retail phrase: ""extra strength"" | long name: 5 words"
extra-strength-assorted-fruit-antacid,EXTRA STRENGTH ASSORTED FRUIT ANTACID,45825,"symptom word: ""antacid"" | retail phrase: ""extra strength"" | long name: 5 words"
extra-strength-smooth-antacid-assorted-fruits,EXTRA STRENGTH SMOOTH ANTACID ASSORTED FRUITS,45825,"symptom word: ""antacid"" | retail phrase: ""extra strength"" | long name: 6 words"
family-wellness-antacid-relief-chews,FAMILY WELLNESS ANTACID RELIEF CHEWS,45825,"symptom word: ""antacid"" | long name: 5 words"
family-wellness-extra-strength-smooth-antacid-173bf,FAMILY WELLNESS EXTRA STRENGTH SMOOTH ANTACID 173BF,45825,"symptom word: ""antacid"" | retail phrase: ""extra strength"" | long name: 7 words"
family-wellness-ultra-stregth-antacid-171ab,FAMILY WELLNESS ULTRA STREGTH ANTACID 171AB,45825,"symptom word: ""antacid"" | long name: 6 words"
antacid-soft-chew,ANTACID SOFT CHEW,45825,"symptom word: ""antacid"""
medi-first-plus-antacid,MEDI-FIRST PLUS ANTACID,45825,"symptom word: ""antacid"""
fevia-acid-control,FEVIA ACID CONTROL,45825,"symptom word: ""acid"""
meijer-extra-strength-smooth-antacid-assorted-fruits,MEIJER EXTRA STRENGTH SMOOTH ANTACID ASSORTED FRUITS,45825,"symptom word: ""antacid"" | retail phrase: ""extra strength"" | long name: 7 words"
dg-health-ultra-strength-assorted-berry-antacid,DG HEALTH ULTRA STRENGTH ASSORTED BERRY ANTACID,45825,"symptom word: ""antacid"" | long name: 7 words"
bella-v-antacid-extra-strength-berries-flavor,BELLA V ANTACID EXTRA STRENGTH BERRIES FLAVOR,45825,"symptom word: ""antacid"" | retail phrase: ""extra strength"" | long name: 7 words"
medi-first-antacid,MEDI-FIRST ANTACID,45825,"symptom word: ""antacid"""
antacid-relief,ANTACID RELIEF,45825,"symptom word: ""antacid"" | all generic words"
marc-glassman-extra-strength,MARC GLASSMAN EXTRA STRENGTH,45825,"retail phrase: ""extra strength"""
antacid-extra-strength-assorted-berry,ANTACID EXTRA STRENGTH ASSORTED BERRY,45825,"symptom word: ""antacid"" | retail phrase: ""extra strength"" | long name: 5 words | all generic words"
cvs-mixed-berry-antacid-hbg-28ct,CVS MIXED BERRY ANTACID HBG 28CT,45825,"symptom word: ""antacid"" | long name: 6 words"
cvs-mixed-berry-antacid-hbg-54ct,CVS MIXED BERRY ANTACID HBG 54CT,45825,"symptom word: ""antacid"" | long name: 6 words"
antacid-fruit-chews,ANTACID FRUIT CHEWS,45825,"symptom word: ""antacid"""
cvs-pharmacy-assorted-berry-antacid,CVS PHARMACY ASSORTED BERRY ANTACID,45825,"symptom word: ""antacid"" | long name: 5 words"
extra-strength-antacid-smooth-dissolve-assorted-fruit,EXTRA STRENGTH ANTACID SMOOTH DISSOLVE ASSORTED FRUIT,45825,"symptom word: ""antacid"" | retail phrase: ""extra strength"" | long name: 7 words"
cvs-pharmacy-assorted-fruit-antacid,CVS PHARMACY ASSORTED FRUIT ANTACID,45825,"symptom word: ""antacid"" | long name: 5 words"
antacid-flavor-chews,ANTACID FLAVOR CHEWS,45825,"symptom word: ""antacid"""
mckesson-antacid-calcium-carbonate,MCKESSON ANTACID CALCIUM CARBONATE,45825,"symptom word: ""antacid"""
alka-seltzer-ultra-strength-heartburn-reliefchews,ALKA-SELTZER ULTRA STRENGTH HEARTBURN RELIEFCHEWS,45825,"symptom word: ""heartburn"" | long name: 6 words"
best-choice-extra-strength-assorted-berry,BEST CHOICE EXTRA STRENGTH ASSORTED BERRY,45825,"retail phrase: ""extra strength"" | long name: 6 words"
antacid-flavor-chew,ANTACID FLAVOR CHEW,45825,"symptom word: ""antacid"""
alka-seltzer-extra-strength-heartburn-reliefchews,ALKA-SELTZER EXTRA STRENGTH HEARTBURN RELIEFCHEWS,45825,"symptom word: ""heartburn"" | retail phrase: ""extra strength"" | long name: 6 words"
best-choice-extra-strength-tropical-fruit,BEST CHOICE EXTRA STRENGTH TROPICAL FRUIT,45825,"retail phrase: ""extra strength"" | long name: 6 words"
cvs-wild-berry-antacid-chews,CVS WILD BERRY ANTACID CHEWS,45825,"symptom word: ""antacid"" | long name: 5 words"
best-choice-regular-strength,BEST CHOICE REGULAR STRENGTH,45825,"retail phrase: ""regular strength"""
foster-and-thrive-extra-strength-sugar-free-antacid-orange,FOSTER AND THRIVE EXTRA STRENGTH SUGAR FREE ANTACID ORANGE,45825,"symptom word: ""antacid"" | retail phrase: ""extra strength"" | long name: 9 words"
meijer-antacid-extra-strength-assorted-berry,MEIJER ANTACID EXTRA STRENGTH ASSORTED BERRY,45825,"symptom word: ""antacid"" | retail phrase: ""extra strength"" | long name: 6 words"
meijer-extra-strength-tropical-fruit,MEIJER EXTRA STRENGTH TROPICAL FRUIT,45825,"retail phrase: ""extra strength"" | long name: 5 words"
extra-strength-sugar-free-antacid,EXTRA STRENGTH SUGAR FREE ANTACID,45825,"symptom word: ""antacid"" | retail phrase: ""extra strength"" | long name: 5 words"
extra-strength-smooth-assorted-fruit-antacid,EXTRA STRENGTH SMOOTH ASSORTED FRUIT ANTACID,45825,"symptom word: ""antacid"" | retail phrase: ""extra strength"" | long name: 6 words"
foster-and-thrive-regular-strength-antacid,FOSTER AND THRIVE REGULAR STRENGTH ANTACID,45825,"symptom word: ""antacid"" | retail phrase: ""regular strength"" | long name: 6 words"
foster-and-thrive-regular-strength-antacid-peppermint,FOSTER AND THRIVE REGULAR STRENGTH ANTACID PEPPERMINT,45825,"symptom word: ""antacid"" | retail phrase: ""regular strength"" | long name: 7 words"
fw-extra-strength-af-smooth-antacid,FW EXTRA STRENGTH AF SMOOTH ANTACID,45825,"symptom word: ""antacid"" | retail phrase: ""extra strength"" | long name: 6 words"
alka-seltzer-heartburn-reliefchews-strawberry-and-orange,ALKA-SELTZER HEARTBURN RELIEFCHEWS STRAWBERRY AND ORANGE,45825,"symptom word: ""heartburn"" | long name: 7 words"
gdc-extra-strength-alkums-antacid-127af,GDC EXTRA STRENGTH ALKUMS ANTACID 127AF,45825,"symptom word: ""antacid"" | retail phrase: ""extra strength"" | long name: 6 words"
genexa-antacid-maximum-strength,GENEXA ANTACID MAXIMUM STRENGTH,45825,"symptom word: ""antacid"" | retail phrase: ""maximum strength"""
extra-strength-natural-antacid,EXTRA STRENGTH NATURAL ANTACID,45825,"symptom word: ""antacid"" | retail phrase: ""extra strength"" | all generic words"
good-neighbor-extra-strength-assorted-fruits,GOOD NEIGHBOR EXTRA STRENGTH ASSORTED FRUITS,45825,"retail phrase: ""extra strength"" | long name: 6 words"
extra-strength-assorted-berry-antacid,EXTRA STRENGTH ASSORTED BERRY ANTACID,45825,"symptom word: ""antacid"" | retail phrase: ""extra strength"" | long name: 5 words | all generic words"
bestmade-natural-products-calcium-carbonate-calc-carb,BESTMADE NATURAL PRODUCTS CALCIUM CARBONATE (CALC CARB),45825,long name: 7 words
goodsense-regular-strength-antacid-peppermint,GOODSENSE REGULAR STRENGTH ANTACID PEPPERMINT,45825,"symptom word: ""antacid"" | retail phrase: ""regular strength"" | long name: 5 words"
goodsense-ultra-strength-antacid-peppermint,GOODSENSE ULTRA STRENGTH ANTACID PEPPERMINT,45825,"symptom word: ""antacid"" | long name: 5 words"
bi-mart-extra-strength-antacid-assorted-berry,BI-MART EXTRA STRENGTH ANTACID ASSORTED BERRY,45825,"symptom word: ""antacid"" | retail phrase: ""extra strength"" | long name: 7 words"
guardian-ultra-strength-antacid-assorted-fruit,GUARDIAN ULTRA STRENGTH ANTACID ASSORTED FRUIT,45825,"symptom word: ""antacid"" | long name: 6 words"
bi-mart-extra-strength-antacid-assorted-fruit,BI-MART EXTRA STRENGTH ANTACID ASSORTED FRUIT,45825,"symptom word: ""antacid"" | retail phrase: ""extra strength"" | long name: 7 words"
bi-mart-regular-strength-antacid,BI-MART REGULAR STRENGTH ANTACID,45825,"symptom word: ""antacid"" | retail phrase: ""regular strength"" | long name: 5 words"
bi-mart-regular-strength-antacid-peppermint,BI-MART REGULAR STRENGTH ANTACID PEPPERMINT,45825,"symptom word: ""antacid"" | retail phrase: ""regular strength"" | long name: 6 words"
heb-antacid-calcium-assorted-berry,HEB ANTACID CALCIUM ASSORTED BERRY,45825,"symptom word: ""antacid"" | long name: 5 words"
heb-extra-stregth-antacid,HEB EXTRA STREGTH ANTACID,45825,"symptom word: ""antacid"""
heb-regular-strength-assorted-fruit,HEB REGULAR STRENGTH ASSORTED FRUIT,45825,"retail phrase: ""regular strength"" | long name: 5 words"
heb-wild-berry-antacid-chews,HEB WILD BERRY ANTACID CHEWS,45825,"symptom word: ""antacid"" | long name: 5 words"
citrus-flavored-antacid,CITRUS FLAVORED ANTACID,45825,"symptom word: ""antacid"""
bi-mart-ultra-strength-antacid-assorted-fruit,BI-MART ULTRA STRENGTH ANTACID ASSORTED FRUIT,45825,"symptom word: ""antacid"" | long name: 7 words"
extra-strength-antacid-smooth-dissolving-assorted-fruit,EXTRA STRENGTH ANTACID SMOOTH DISSOLVING - ASSORTED FRUIT,45825,"symptom word: ""antacid"" | retail phrase: ""extra strength"" | long name: 7 words"
bi-mart-ultra-strength-antacid-peppermint,BI-MART ULTRA STRENGTH ANTACID PEPPERMINT,45825,"symptom word: ""antacid"" | long name: 6 words"
bm-calcium-carbonate-calc-carb,BM CALCIUM CARBONATE (CALC CARB),45825,long name: 5 words
equaline-extra-strength-assorted-berry-antacid,EQUALINE EXTRA STRENGTH ASSORTED BERRY ANTACID,45825,"symptom word: ""antacid"" | retail phrase: ""extra strength"" | long name: 6 words"
equqline-regular-strength-antacid,EQUQLINE REGULAR STRENGTH ANTACID,45825,"symptom word: ""antacid"" | retail phrase: ""regular strength"""
equqline-extra-strength-antacid-assorted-fruit,EQUQLINE EXTRA STRENGTH ANTACID ASSORTED FRUIT,45825,"symptom word: ""antacid"" | retail phrase: ""extra strength"" | long name: 6 words"
leader-ultra-strength-antacid,LEADER ULTRA STRENGTH ANTACID,45825,"symptom word: ""antacid"""
equate-wild-berry-antacid-chews,EQUATE WILD BERRY ANTACID CHEWS,45825,"symptom word: ""antacid"" | long name: 5 words"
equate-ultra-stregth-antacid,EQUATE ULTRA STREGTH ANTACID,45825,"symptom word: ""antacid"""
leader-extra-strength-antacid,LEADER EXTRA STRENGTH ANTACID,45825,"symptom word: ""antacid"" | retail phrase: ""extra strength"""
goodsense-extra-strength-antacid,GOODSENSE EXTRA STRENGTH ANTACID,45825,"symptom word: ""antacid"" | retail phrase: ""extra strength"""
goodsense-ultra-strength-antacid,GOODSENSE ULTRA STRENGTH ANTACID,45825,"symptom word: ""antacid"""
dg-health-extra-strength-assorted-fruits-antacid,DG HEALTH EXTRA STRENGTH ASSORTED FRUITS ANTACID,45825,"symptom word: ""antacid"" | retail phrase: ""extra strength"" | long name: 7 words"
guardian-regular-strength-alkums,GUARDIAN REGULAR STRENGTH ALKUMS,45825,"retail phrase: ""regular strength"""
calcium-antacidextra-strength-extra-strength,CALCIUM ANTACIDEXTRA STRENGTH EXTRA STRENGTH,45825,"retail phrase: ""extra strength"" | long name: 5 words"
kroger-wild-berry-antacid-chews,KROGER WILD BERRY ANTACID CHEWS,45825,"symptom word: ""antacid"" | long name: 5 words"
kroger-extra-strength-assorted-fruit,KROGER EXTRA STRENGTH ASSORTED FRUIT,45825,"retail phrase: ""extra strength"" | long name: 5 words"
calcium-carbonate-chewable-antacid,CALCIUM CARBONATE CHEWABLE ANTACID,45825,"symptom word: ""antacid"" | form word: ""chewable"""
heb-extra-strength-sugar-free-antacid-174,HEB EXTRA STRENGTH SUGAR FREE ANTACID 174,45825,"symptom word: ""antacid"" | retail phrase: ""extra strength"" | long name: 7 words"
heb-ultra-strength-assorted-fruits,HEB ULTRA STRENGTH ASSORTED FRUITS,45825,long name: 5 words
meijer-extra-strength-assorted-fruit,MEIJER EXTRA STRENGTH ASSORTED FRUIT,45825,"retail phrase: ""extra strength"" | long name: 5 words"
kids-tummy-relief,KIDS TUMMY RELIEF,45825,"symptom word: ""relief"""
assorted-fruit-antacid-flavor-chews,ASSORTED FRUIT ANTACID FLAVOR CHEWS,45825,"symptom word: ""antacid"" | long name: 5 words"
meijer-wild-berry-antacid-chews,MEIJER WILD BERRY ANTACID CHEWS,45825,"symptom word: ""antacid"" | long name: 5 words"
medique-ban-acid-maximum-strength-750,MEDIQUE BAN-ACID MAXIMUM STRENGTH 750,45825,"symptom word: ""acid"" | retail phrase: ""maximum strength"" | long name: 6 words"
meijer-extra-strength-antacid-assorted-berries,MEIJER EXTRA STRENGTH ANTACID ASSORTED BERRIES,45825,"symptom word: ""antacid"" | retail phrase: ""extra strength"" | long name: 6 words"
nova-antacid,NOVA ANTACID,45825,"symptom word: ""antacid"""
mint-antacid-100,MINT ANTACID 100,45825,"symptom word: ""antacid"" | all generic words"
kroger-extra-strength-sugar-free,KROGER EXTRA STRENGTH SUGAR FREE,45825,"retail phrase: ""extra strength"" | long name: 5 words"
good-neighbor-pharmacy-antacid-regular-strength,GOOD NEIGHBOR PHARMACY ANTACID REGULAR STRENGTH,45825,"symptom word: ""antacid"" | retail phrase: ""regular strength"" | long name: 6 words"
mixed-berry-antacid-and-anti-gas-chews,MIXED BERRY ANTACID AND ANTI-GAS CHEWS,45825,"symptom word: ""antacid"" | long name: 7 words"
dg-health-regular-strength-antacid,DG HEALTH REGULAR STRENGTH ANTACID,45825,"symptom word: ""antacid"" | retail phrase: ""regular strength"" | long name: 5 words"
goodsense-extra-strength-antacid-assorted-fruit,GOODSENSE EXTRA STRENGTH ANTACID ASSORTED FRUIT,45825,"symptom word: ""antacid"" | retail phrase: ""extra strength"" | long name: 6 words"
goodsense-ultra-strength-antacid-assorted-fruit,GOODSENSE ULTRA STRENGTH ANTACID ASSORTED FRUIT,45825,"symptom word: ""antacid"" | long name: 6 words"
guardian-extra-strength-antacid,GUARDIAN EXTRA STRENGTH ANTACID,45825,"symptom word: ""antacid"" | retail phrase: ""extra strength"""
kroger-ultra-strength-assorted-fruit,KROGER ULTRA STRENGTH ASSORTED FRUIT,45825,long name: 5 words
kroger-extra-strength-smooth-antacid-assorted-berry,KROGER EXTRA STRENGTH SMOOTH ANTACID ASSORTED BERRY,45825,"symptom word: ""antacid"" | retail phrase: ""extra strength"" | long name: 7 words"
kroger-cherry-antacid-soft-chew,KROGER CHERRY ANTACID SOFT CHEW,45825,"symptom word: ""antacid"" | long name: 5 words"
mint-antacid-250,MINT ANTACID 250,45825,"symptom word: ""antacid"" | all generic words"
kirkland-ultra-stregth-antacid-171ab,KIRKLAND ULTRA STREGTH ANTACID 171AB,45825,"symptom word: ""antacid"" | long name: 5 words"
heb-antacid-extra-strength-assorted-berry,HEB ANTACID EXTRA STRENGTH ASSORTED BERRY,45825,"symptom word: ""antacid"" | retail phrase: ""extra strength"" | long name: 6 words"
heb-extra-strength-smooth-antacid-peppermint,HEB EXTRA STRENGTH SMOOTH ANTACID PEPPERMINT,45825,"symptom word: ""antacid"" | retail phrase: ""extra strength"" | long name: 6 words"
heb-regular-strength-peppermint-flavor,HEB REGULAR STRENGTH PEPPERMINT FLAVOR,45825,"retail phrase: ""regular strength"" | long name: 5 words"
dg-health-extra-strength-antacid,DG HEALTH EXTRA STRENGTH ANTACID,45825,"symptom word: ""antacid"" | retail phrase: ""extra strength"" | long name: 5 words"
kids-antacid,KIDS ANTACID,45825,"symptom word: ""antacid"""
mgc-health-calcium-carbonate-antacid-assorted-fruits,MGC HEALTH CALCIUM CARBONATE ANTACID ASSORTED FRUITS,45825,"symptom word: ""antacid"" | long name: 7 words"
calcium-carbonate-antacid-assorted-berries,CALCIUM CARBONATE ANTACID ASSORTED BERRIES,45825,"symptom word: ""antacid"" | long name: 5 words"
basic-care-berry-antacid-hbg,BASIC CARE BERRY ANTACID HBG,45825,"symptom word: ""antacid"" | long name: 5 words"
meijer-ultra-strength-antacid-assorted-fruit,MEIJER ULTRA STRENGTH ANTACID ASSORTED FRUIT,45825,"symptom word: ""antacid"" | long name: 6 words"
good-sense-antacid-soft-chew,GOOD SENSE ANTACID SOFT CHEW,45825,"symptom word: ""antacid"" | long name: 5 words"
alka-seltzer-cool-action-heartburn-relief-mint,ALKA-SELTZER COOL ACTION HEARTBURN RELIEF MINT,45825,"symptom word: ""heartburn"" | long name: 7 words"
childrens-antacid-extra-strength,CHILDRENS ANTACID EXTRA STRENGTH,45825,"symptom word: ""antacid"" | retail phrase: ""extra strength"" | all generic words"
childrens-antacid,CHILDRENS ANTACID,45825,"symptom word: ""antacid"" | retail phrase: ""childrens"" | all generic words"
goodsense-regular-strength-antacid,GOODSENSE REGULAR STRENGTH ANTACID,45825,"symptom word: ""antacid"" | retail phrase: ""regular strength"""
meijer-regular-strength-assorted-fruit,MEIJER REGULAR STRENGTH ASSORTED FRUIT,45825,"retail phrase: ""regular strength"" | long name: 5 words"
meijer-berry-lime-antacid-hbg-chews,MEIJER BERRY LIME ANTACID HBG CHEWS,45825,"symptom word: ""antacid"" | long name: 6 words"
guardian-extra-strength-smooth-alkum-antacid-173bf,GUARDIAN EXTRA STRENGTH SMOOTH ALKUM ANTACID 173BF,45825,"symptom word: ""antacid"" | retail phrase: ""extra strength"" | long name: 7 words"
meijer-extra-strength-antacid,MEIJER EXTRA STRENGTH ANTACID,45825,"symptom word: ""antacid"" | retail phrase: ""extra strength"""
heartburn-and-gas-fruit-chews,HEARTBURN AND GAS FRUIT CHEWS,45825,"symptom word: ""heartburn"" | long name: 5 words"
heb-extra-strength-smooth-antacid-assorted-fruits,HEB EXTRA STRENGTH SMOOTH ANTACID ASSORTED FRUITS,45825,"symptom word: ""antacid"" | retail phrase: ""extra strength"" | long name: 7 words"
heb-extra-strength-tropical-fruit,HEB EXTRA STRENGTH TROPICAL FRUIT,45825,"retail phrase: ""extra strength"" | long name: 5 words"
heb-wild-berry-antacid-chews-60ct,HEB WILD BERRY ANTACID CHEWS 60CT,45825,"symptom word: ""antacid"" | long name: 6 words"
kroger-ultra-strength-assorted-berry,KROGER ULTRA STRENGTH ASSORTED BERRY,45825,long name: 5 words
kroger-extra-strength-assorted-berry,KROGER EXTRA STRENGTH ASSORTED BERRY,45825,"retail phrase: ""extra strength"" | long name: 5 words"
cherry-antacid-soft-chews,CHERRY ANTACID SOFT CHEWS,45825,"symptom word: ""antacid"""
cherry-antacid-soft-chew,CHERRY ANTACID SOFT CHEW,45825,"symptom word: ""antacid"""
cherry-antacid-relief-chew,CHERRY ANTACID RELIEF CHEW,45825,"symptom word: ""antacid"""
kosher-meds-antacid,KOSHER MEDS ANTACID,45825,"symptom word: ""antacid"""
basic-care-antacid-fruit-chews,BASIC CARE ANTACID FRUIT CHEWS,45825,"symptom word: ""antacid"" | long name: 5 words"
cardinal-extra-strength-smooth-antacid-assorted-fruits,CARDINAL EXTRA STRENGTH SMOOTH ANTACID ASSORTED FRUITS,45825,"symptom word: ""antacid"" | retail phrase: ""extra strength"" | long name: 7 words"
cardinalextra-strength-antacid-wintergreen-flavor,CARDINALEXTRA STRENGTH ANTACID WINTERGREEN FLAVOR,45825,"symptom word: ""antacid"" | retail phrase: ""extra strength"" | long name: 5 words"
dg-health-extra-strength-antacid-wintergreen-flavor,DG HEALTH EXTRA STRENGTH ANTACID WINTERGREEN FLAVOR,45825,"symptom word: ""antacid"" | retail phrase: ""extra strength"" | long name: 7 words"
hyvee-ultra-strength-antacid-soft-chews-cherry,HYVEE ULTRA STRENGTH ANTACID SOFT CHEWS CHERRY,45825,"symptom word: ""antacid"" | long name: 7 words"
